REGIAO;UF;MUNICIPIO ;CODIGO DO IBGE;DENOMINACAO DA COMUNIDADE;ID QUILOMBOLA;N PROCESSO NA FCP;DATA DA ABERTURA DO PROCESSO;N DO LIVRO DE REGISTRO;N DO REGISTRO;N DA FOLHA DO LIVRO DE REGISTRO;N DA PORTARIA DE CERTIFICACAO;DATA DA PORTARIA NO D.O.U;LINK DA PUBLICACAO NO DOU;N PROCESSO INCRA;LATITUDE - S-N;LONGITUDE - W-E;ENDERECO/TELEFONE DA COMUNIDADE;OBSERVACOES
SUDESTE;MG;RIBEIRAO DAS NEVES;3154606;IRMANDADE DO ROSARIO DE JUSTINOPOLIS;;01420.001750/2015-13;10/02/2015;17;2.275;95;28/2016;07/03/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=18&data=07/03/2016;54170.002801/2016-52;;;Eliane Baltazar da Costa / culturaeliane@gmail.com / 031 9 8538 3738 / 31  3625 3264 /  Sra. Edna Diniz da Silva (Presidente) Rua Francisco Labanca, 189, Papine (JustinopOlis) R. das Neves/MG 33900-700;
NORDESTE;MA;SAO JOAO BATISTA;2111003;CHAPADA GRANDE ;;01420.012431/2014-44;17/09/2014;17;2.276;96;64/2016;09/04/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=10&data=09/06/2015;;;;(98) 98422-2605 Jacilene, 98435-2436 Jorgima,  jarcilenemarques@gmail.com;
NORDESTE;MA;MATINHA;2106508;PREGUICA VELHA;;01420.001594/2014-00 ;05/02/2014;17;2.277;97;64/2016;29/04/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=6&data=29/04/2016;54230.001438/2008-96 ;;;;
SUDESTE;MG;BONITO DE MINAS;3108255;SALTO DO BORRACHUDO;;01420.015810/2013-13;12/11/2013;17;2.278;98;64/2016;29/04/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=6&data=29/04/2016;;;;AGMAR (38) 998199989/ TAIS  38 3625 6198, Av. Marechal Dutra, 988, Nova Era, Pedras de Maria da Cuz/MG, 39492-000 / TAISA (38) 3625-6218 - Prefeitura;
SUDESTE;MG;BONITO DE MINAS;3108255;CABECEIRA DO SALTO;;01420.015807/2013-91;03/12/2013;17;2.279;99;64/2016;29/04/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=6&data=29/04/2016;;;;AGMAR 38-998199989/ TAIS  38-3625 6198, Av. Marechal Dutra, 977, Jardim Nova Era, Pedras de Maria da Cuz/MG, 39492-000 / velhocavas@hotmail.com;
NORDESTE;MA;BACURI;2101301;BARREIRA;;01420.005285/2015-81;04/05/2015;17;2.280;100;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;-1.737748;-45.114427;RepresentaCAo Regional FCP/MA - Ana AmElia Campos Máfra, Rua das Hortas, 223 - Centro. CEP: 65.010-270 SAo Luis-MA;
NORDESTE;MA;BACURI;2101301;SANTA ROSA;;01420.005287/2015-71;04/05/2015;17;2.281;101;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;RepresentaCAo Regional FCP/MA - Ana AmElia Campos Máfra, Rua das Hortas, 223 - Centro. CEP: 65.010-270 SAo Luis-MA;
NORDESTE;MA;BARREIRINHAS;2101707;CABECEIRA DO CENTRO;;01420.012822/2014-69;08/10/2014;17;2.282;102;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;;
NORDESTE;MA;BARREIRINHAS;2101707;FURA BRACO;;01420.010185/2015-77;04/09/2015;17;2.283;103;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;;
NORDESTE;MA;BARREIRINHAS;2101707;MARCELINO;;01420.010184/2015-22;04/09/2015;17;2.284;104;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;;
NORDESTE;MA;BARREIRINHAS;2101707;SANTA CRUZ;;01420.012823/2014-11;08/10/2014;17;2.285;105;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;;
NORDESTE;MA;BARREIRINHAS;2101707;SANTA MARIA II;;01420.010187/2015-66;04/09/2015;17;2.286;106;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;;
NORDESTE;MA;BARREIRINHAS;2101707;SANTA RITA ;;01420.012824/2014-58;08/10/2014;17;2.287;107;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;;
NORDESTE;MA;CAJARI;2102507;BOA VISTA;;01420.010202/2014/95;15/08/2014;17;2.288;108;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;;
NORDESTE;MA;CANTANHEDE;2102705;TAMBÁ, LIVRAMENTO, CORRENTE e CAJUEIRO;;01420.007665/2014-70;02/07/2014;17;2.289;109;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;;
NORDESTE;MA;CHAPADINHA;2103208;VARGEM DO FORNO;;01420.007135/2015-11;22/06/2015;17;2.290;110;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;UniAo Quilombola Varge do Forno, Zona Rural, CEP: 65.500-00, maschapadinha@ibest.com.br, fone: (98) 9162-4204 - MANOEL DE ALMEIDA E SILVA (VICE PRESIDENTE) - RUA DIOMEDIO VIEIRA PASSOS, N° 209, BAIRRO - CARTEPILA, CHAPADINHA/MA - CEP: 65.500-000 - (PREFERENCIAL PARA CORRESPONDÊNCIAS);
NORDESTE;MA;ICATU;2105104;BOQUEIRAO;;01420.017084/2011-01;28/12/2011;17;2.291;111;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;54230.007270/2011-28 ;;;Rep. Reg. Da FCP do MaranhAo, Ana AmElia Campos Mafra, Rua das Hortas, 223, Centro CEP: 65010-270;
NORDESTE;MA;ICATU;2105104;QUARTEIS;;01420.016709/2013-71;27/12/2013;17;2.292;112;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;;
NORDESTE;MA;ICATU;2105104;TIMBOTITUA;;01420.007843/2014-62;04/07/2014;17;2.293;113;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;AssociaCAo Quilombola da RegiAo de Timbotua - Icatu-MA - Zona Rural - CEP 65170-000;
NORDESTE;MA;ITAPECURU MIRIM;2105401;JAIBARA DOS RODRIGUES;;01420.008230/2015-23;22/07/2015;17;2.294;114;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;Elias Pires Del Forte, BR 135, km 88, 65485-000 9934 0948 elias.igualdade@hotmail.com;
NORDESTE;MA;ITAPECURU MIRIM;2105401;CORRENTE II;;01420.008229/2015-07;22/07/2015;17;2.295;115;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;Elias Pires Del Forte, BR 135, km 88, 65485-000 9934 0948 elias.igualdade@hotmail.com;
NORDESTE;MA;ITAPECURU MIRIM;2105401;SAO JOSE DOS MATOS;;01420.008233/2015-67;22/07/2015;17;2.296;116;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;54230.000775/2017-57;;;Elias Pires Del Forte, BR 135, km 88, 65485-000 9934 0948 elias.igualdade@hotmail.com;
NORDESTE;MA;ITAPECURU MIRIM;2105401;SUMAUMA;;01420.008234/2015-10;22/07/2015;17;2.297;117;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;54230.004082/2006-81 ;;;Elias Pires Del Forte, BR 135, km 88, 65485-000 9934 0948 elias.igualdade@hotmail.com;
NORDESTE;MA;ITAPECURU MIRIM;2105401;TINGIDOR;;01420.008237/2015-45;22/07/2015;17;2.298;118;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;Elias Pires Del Forte, BR 135, km 88, 65485-000 9934 0948 elias.igualdade@hotmail.com;
NORDESTE;MA;ITAPECURU MIRIM;2105401;TERRA PRETA;;01420.008236/2015-09;22/07/2015;17;2.299;119;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;Elias Pires Del Forte, BR 135, km 88, 65485-000 9934 0948 elias.igualdade@hotmail.com;
NORDESTE;MA;MATINHA;2106508;JACUICA;;01420.001849/2015-15;11/02/2015;17;2.300;120;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;;
NORDESTE;MA;MATINHA;2106508;PREGUICA NOVA;;01420.005609/2014-09;13/05/2014;17;2.301;121;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;;
NORDESTE;MA;MATINHA;2106508;SANTA MARIA;;01420.017334/2014-48;30/12/2014;17;2.302;122;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;;
NORDESTE;MA;MATINHA;2106508;ALTO DA PEDRA;;01420.014656/2015-16;30/11/2015;17;2.303;123;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;54230.002021/2008-41 ;;;;
NORDESTE;MA;MATOES;2106607;ASSUVIANTE;;01420.011781/2014-93;16/09/2014;17;2.304;124;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;;
NORDESTE;MA;MIRINZAL;2106805;COLÔNIA;;01420.002820/2013-81;21/03/2013;17;2.305;125;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;AssociaCAo de Moradores Quilombolas da Comunidade de Colônia - Povoado Colônia – Mirinzal/MA - CEP 65.265-000;
NORDESTE;MA;MIRINZAL;2106805;MATA DE PANTALEAO;;01420.007724/2015-91;07/07/2015;17;2.306;126;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;ComissAo Pastoral da Terra, Av. Presindente Dutra, 386 Centro, CEP: 65.200-000 Pinheiro/MA;
NORDESTE;MA;MIRINZAL;2106805;PARAISO e ANAJASAU;;01420.004220/2015-19;06/04/2015;17;2.307;127;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;;
NORDESTE;MA;NINA RODRIGUES;2107209;AMAPÁ DOS LUCINDOS;;01420.005951/2014-09;19/05/2014;17;2.308;128;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;;
NORDESTE;MA;NINA RODRIGUES;2107209;MALHADALTA DE ADAO;;01420.005950/2014-56;19/05/2014;17;2.309;129;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;;
NORDESTE;MA;MATINHA;2106508;ENSEADA GRANDE;;01420.014657/2015-61;30/11/2015;17;2.310;130;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;54230.001447/2008-87 ;;;MIQCB - Maria do Rosário (98) 9909-6069 / 3351-1232 / 8119-2729;
NORDESTE;MA;PRESIDENTE JUSCELINO;2109205;MIRINZAL;;01420.001851/2015-86;11/02/2015;17;2.311;131;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;;
NORDESTE;MA;SAO DOMINGOS DO AZEITAO;2110658;TABULEIRAO;;01420.010651/2015-14;16/09/2015;17;2.312;132;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;JosE Lávaro da Cruz - Presidente - Ass. De Prod. Rem. De Quil. Dona Selvina do Pov. TabuleirAo, S/N Zona Rural SAo Domingos do AzeitAo, CEP: 65.888-000, Celular (99) 98433-2297/98829-7829 - Samara - 61-99536-1215 - 30460024;
NORDESTE;MA;SAO JOAO BATISTA;2111003;QUIÁ e NOVA BRASILIA;;01420.012423/2014-06;30/09/2014;17;2.313;133;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;;
NORDESTE;MA;SAO JOAO BATISTA;2111003;OLHO D'ÁGUA DOS BODES;;01420.012430/2014-08;30/09/2014;17;2.314;134;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;;
NORDESTE;MA;SAO VICENTE FERRER;2111706;CANTANHÊDE;;01420.003706/2015-30;26/03/2015;17;2.315;135;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;Povoado Cantanhêde, S/N , Zona Rural do SAo Vicente Ferrer - CEP: 65.220-000 Presidente Rosália Cantanhêde Mendes;
NORDESTE;MA;SAO VICENTE FERRER;2111706;LIMAO;;01420.003707/2015-84;25/03/2015;17;2.316;136;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;Povoado LimAo, S/N , Zona Rural do municIpio  de SAo Vicente de Ferrer - CEP: 65.220-000 Presidente Raimundo Faustino Saraiva;
NORDESTE;MA;SAO VICENTE FERRER;2111706;OUTEIRO DE MARIA JUSTINA;;01420.010210/2014-31 ;15/08/2014;17;2.317;137;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;;
NORDESTE;MA;SAO VICENTE FERRER;2111706;POLEIRO;;01420.007136/2015-57;22/06/2015;17;2.318;138;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;54230.000742/2017-15;;;;
NORDESTE;MA;SAO VICENTE FERRER;2111706;POVOADO DE PACHORRA;;01420.003705/2015-95;25/03/2015;17;2.319;139;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;Povoado de Pachorra, S/N , Zona Rural do municIpio  de SAo Vicente de Ferrer - CEP: 65.220-000 Presidente Francisca Dina Costa Leite Martins (98) 98898-9064 ZE Maria;
NORDESTE;MA;SAO VICENTE FERRER;2111706;SANTA BÁRBARA;;01420.004641/2011-16;25/04/2011;17;2.320;140;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;54230.002296/2011-80 ;;;;
NORDESTE;MA;SAO VICENTE FERRER;2111706;SAO FRANCISCO DOS AROUCHAS;;01420.007471/2014-74;25/06/2014;17;2.321;141;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;AmElio Aroucha - AV. Daniel de Latuche, 2004-A - Coama - SAo Luis/MA CEP: 65074-115, Ser. AmElio 98 9 8787 8778, Martinha- 61-991820364;
NORDESTE;MA;SAO VICENTE FERRER;2111706;SAO MARCOS;;01420.003708/2015-29;26/03/2015;17;2.322;142;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;Povoado Marcos, S/N , Zona Rural do municIpio  de SAo Vicente de Ferrer - CEP: 65.220-000 Presidente GenEsio Luciano Mendes;
NORDESTE;MA;SAO VICENTE FERRER;2111706;SAO PEDRO;;01420.007137/2015-00;22/06/2015;17;2.323;143;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;;
NORDESTE;MA;SAO VICENTE FERRER;2111706;SOARES;;01420.004499/2015-31;13/04/2015;17;2.324;144;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;;
NORDESTE;MA;SAO VICENTE FERRER;2111706;TABOCAL e ILHA D'ÁGUA;;01420.013700/2014-90;29/10/2014;17;2.325;145;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;;
NORDESTE;MA;SERRANO DO MARANHAO;2111789;SOLEDADE;;01420.001850/2015-31                                                                                                  ;11/02/2015;17;2.326;146;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;54230.007593/2013-83 ;;;;
NORDESTE;MA;SERRANO DO MARANHAO;2111789;SAO BENEDITO;;01420.005311/2010-67;25/10/2010;17;2.327;147;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;;
NORDESTE;MA;TURIACU;2112407;CRISPIM;;01420.007470/2014-20;03/05/2014;17;2.328;148;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;;
NORDESTE;MA;VARGEM GRANDE;2112704;BOA VISTA DOS CONRADOS;;01420.004502/2015-16;08/04/2015;17;2.329;149;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;;
NORDESTE;MA;VIANA;2112803;SANTA HELENA II;;01420.011161/2013-73;05/09/2013;17;2.330;150;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;;
SUL;RS;CACHOEIRA DO SUL;4303004;RINCAO DO IRAPUAZINHO;;01420.001748/2015-36;10/02/2015;17;2.331;151;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;;
SUL;RS;CARAZINHO;4304705;FLOR DA SERRA;;01420.006673/2013-18;20/06/2013;17;2.332;152;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;Estefany  (55) 9605-2879;
SUL;RS;CERRO GRANDE DO SUL;4305173;VILA JOAQUINA;;01420.014805/2014-66;13/11/2014;17;2.333;153;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;;
SUL;RS;CERRO GRANDE DO SUL;4305173;VILA VENTURA;;01420.014807/2014-55;13/11/2014;17;2.334;154;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;;
SUL;RS;FORMIGUEIRO;4308409;MARIA JOAQUINA;;01420.010465/2015-85;10/09/2015;17;2.335;155;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;;
SUL;RS;FORTALEZA DOS VALOS;4308458;COSTANEIRA;;01420.012681/2014-84;06/10/2014;17;2.336;156;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;CristovAo da Silva (54) 9152-6063 Fernanda (55) 9128-5664/ 9144-1566 - Raquel 55-3328-1133;
SUL;RS;LAJEADO;4311403;UNIDOS DO LAJEADO;;01420.002051/2015-82;19/02/2015;17;2.337;157;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;Vanderlei Adriano da Silva (51) 9863-8667;
SUL;RS;MUITOS CAPOES;4312617;MATO GRANDE;;01420.006863/2014-16;06/06/2014;17;2.338;158;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;;
SUL;RS;RODEIO BONITO;4315909;BINO;;01420.008476/2015-03;27/07/2015;17;2.339;159;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;"EDUARDO FELIPE DE QUADROS – (55) 9986-3647; RODEIO BONITO/RS, LINHA PEIXEIRO, INTERIOR, DISTRITO DE SALTINHO 98360-000 – eduardo_felipe1990@hotmail.com ";
SUL;RS;SAO GABRIEL;4318309;CALEIRA;;01420.004821/2014-41;21/10/2014;17;2.340;160;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;"Marizete Costa e Silva Saldanha, Comunidade Rural Quilombolas da Caleira, 55-999637-4278; Romealdo de Lima Saldanha, end. Comunidade Rural Quilombolas da Caleira, 55-99615-5507; Ana Paula da Silva FranCa da Silva,  Comunidade Rural Quilombolas da Caleira, 55-99917-3745.";
SUL;RS;SARANDI;4320107;BEIRA CAMPO;;01420.006865/2014-13;06/06/2014;17;2.341;161;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;;
SUL;RS;TERRA DE AREIA;4321436;BOA VISTA ;;01420.006678/2014-21;03/06/2014;17;2.342;162;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;;
SUL;RS;TERRA DE AREIA;4321436;ZÂMBIA;;01420.006679/2014-76;03/06/2014;17;2.343;163;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;;
SUL;RS;TRIUNFO;2516805;MORADA DA PAZ;;01420.010095/2015-86;02/09/2015;17;2.344;164;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;SErgio Dorneles Coordenador de Programas do DDA/DPAQUI/RS, sergioadorneles@gmail.com - (51) 8504-3638 / (53) 8427-3039 - Caixa Postal 8 Av. JoAo Pessoa 1435, Montenegro/RS CEP: 95780-000;
NORDESTE;SE;LAGARTO;2803500;CAMPO DO CRIOULO, CRIOULO, MADALENA, PINDOBA e SACO DO TIGRE;;01420.011413/2014-45;09/09/2014;17;2.345;165;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;;
NORDESTE;SE ;SIRIRI              ;2807204;CASTANHAL;;01420.004430/2013-45;29/04/2013;17;2.346;166;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;10 36 008;037 05 013;Kelly Silvana da Silva Lima, Rua Vila Miranda N 72 Pov. Castanhal - Siriri, CEP: 49630-000;
CENTRO-OESTE;MT;BARRA DO BUGRES;5101704;ÁGUA DOCE;;01420.010181/2015-99;04/09/2015;17;2.347;167;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;Izidoro - Presidente da AssociaCAo. 65 9955 4608/65 9902 6177 - Barra do Bugres/MT - AV. TROPICAL, N 1081, BARRA DO BURGRES. 78390-000 - MARIA DE FÁTIMA DA SILVA – (65)9637-9481;
NORDESTE;PB;SAO BENTO;2513901;TERRA NOVA;;01420.003988/2015-75;31/03/2015;17;2.348;168;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;"Francimar de Sousa 83 988648306; Ana Com. Terra Nova 83 996411673; Rua Rejane Freire Correia, 380, J. Cidade Universitária, 58051-197, PJ/PB / afroluma@gmail.com";
NORDESTE;PE;BOM CONSELHO;2602100;MOCOS;;01420.007064/2015-48;18/06/2015;17;2.349;169;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;ASSSOCIACAO QUILOMBOLA DO SITIO MOCOS - PRESIDENTE JUCILEIDE NASCIMENTO SILVA - SITIO MOCOS, MUNICIPIO BOM CONSELHO/PE, CEP 55330-000  -  87 – 98129-6089;
NORDESTE;PI;CAMPO ALEGRE DO FIDALGO;2202117;SANTA MARIA DO CANTO;;01420.016249/2014-62;09/12/2014;17;2.350;170;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;;
NORDESTE;PI;PAULISTANA;2207801;SOMBRIO;;01420.014964/2014-61;17/11/2014;17;2.351;171;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;Av. Senhorinha Raqueline, S/N, Centro, Queimada Nova/PI, 64758-000 - 89 99401 3923 / AssociaCAo Estadual das Comunidades Quilombolas do PiauI;
NORDESTE;PI;PIRIPIRI;2208403;MARINHEIRO;;01420.003189/2008-70;29/10/2008;17;2.352;172;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;54380.002421/2007-51;;;Jaquejador e Marinheiro em Piripiri;
NORDESTE;PI;PIRIPIRI;2208403;VAQUEJADOR;;01420.003188/2008-25;29/10/2008;17;2.353;173;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;54380.002423/2007-41;;;pode enviar todos neste endereCo:  A/C Maria Rsalina dos Santos ;
NORTE;TO;PONTE ALTA DO TOCANTINS;1717909;LAGOA AZUL;;01420.002405/2016-70;22/03/2016;17;2.354;174;104/2016;20/05/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=20/05/2016;;;;ASESSORIAFRO.SEDS@GMAIL.COM;
